time (unix)	dt (s)	p (Pa)
1616562439.866	1.607	1407.33
1616562444.841	1.606	1408.31
1616562449.854	1.615	1409.18
1616562454.860	1.615	1410.21
1616562459.849	1.615	1411.80
1616562464.846	1.607	1413.02
1616562469.852	1.607	1413.90
1616562474.841	1.607	1414.90
1616562479.846	1.607	1416.02
1616562484.859	1.615	1417.00
1616562489.849	1.614	1417.98
1616562494.855	1.615	1419.11
1616562499.852	1.607	1420.25
1616562504.841	1.607	1421.55
1616562509.847	1.606	1422.70
1616562514.861	1.615	1423.89
1616562519.841	1.607	1424.85
1616562524.856	1.614	1425.78
1616562529.852	1.606	1426.78
1616562534.850	1.615	1427.88
1616562539.847	1.607	1428.92
1616562544.852	1.607	1429.89
1616562549.843	1.606	1430.94
1616562554.856	1.615	1432.37
1616562559.838	1.607	1433.17
1616562564.852	1.615	1434.13
1616562569.866	1.607	1435.00
1616562574.849	1.614	1435.96
1616562579.853	1.615	1437.18
1616562584.851	1.607	1438.38
1616562589.850	1.615	1439.54
1616562594.847	1.607	1440.43
1616562599.853	1.607	1441.46
1616562604.843	1.607	1442.89
1616562609.848	1.607	1443.90
1616562614.838	1.606	1444.94
1616562619.851	1.615	1445.99
1616562624.856	1.615	1447.06
1616562629.846	1.615	1448.06
1616562634.844	1.606	1449.04
1616562639.849	1.607	1450.06
1616562644.838	1.607	1451.14
1616562649.843	1.607	1452.09
1616562654.856	1.614	1453.42
1616562659.853	1.606	1454.50
1616562664.844	1.607	1455.49
1616562669.850	1.606	1456.54
1616562674.839	1.607	1457.47
1616562679.845	1.606	1458.40
1616562684.866	1.607	1459.55
1616562689.839	1.607	1460.45
1616562694.853	1.615	1461.69
1616562699.850	1.606	1463.04
1616562704.847	1.615	1464.10
1616562709.844	1.607	1465.15
1616562714.874	1.615	1466.20
1616562719.839	1.607	1467.38
1616562724.852	1.615	1468.74
1616562729.858	1.615	1469.67
1616562734.848	1.614	1470.46
1616562739.845	1.607	1471.41
1616562744.850	1.606	1472.33
1616562749.839	1.607	1473.82
1616562754.844	1.606	1474.89
1616562759.857	1.615	1475.75
1616562764.847	1.615	1476.95
1616562769.853	1.614	1478.03
1616562774.850	1.607	1478.94
1616562779.838	1.607	1479.79
1616562784.844	1.607	1480.84
1616562789.858	1.615	1481.96
1616562794.838	1.607	1483.06
1616562799.852	1.614	1484.47
1616562804.849	1.607	1485.49
1616562809.838	1.607	1486.29
1616562814.844	1.606	1487.16
1616562819.849	1.607	1488.48
1616562824.839	1.607	1489.70
1616562829.853	1.615	1490.76
1616562834.858	1.615	1492.03
1616562839.849	1.615	1492.82
1616562844.855	1.615	1494.02
1616562849.853	1.607	1495.30
1616562854.851	1.615	1496.70
1616562859.849	1.606	1497.65
1616562864.846	1.614	1498.67
1616562869.844	1.607	1499.63
1616562874.849	1.607	1500.61
1616562879.838	1.607	1501.66
1616562884.853	1.615	1502.62
1616562889.866	1.606	1503.74
1616562894.848	1.615	1505.19
1616562899.853	1.615	1506.47
1616562904.850	1.607	1507.44
1616562909.839	1.607	1508.30
1616562914.845	1.607	1509.17
1616562919.859	1.615	1510.30
1616562924.840	1.607	1511.48
1616562929.854	1.615	1512.40
1616562934.851	1.607	1513.41
1616562939.840	1.607	1514.44
1616562944.847	1.606	1515.51
1616562949.852	1.607	1516.61
1616562954.840	1.607	1517.77
1616562959.854	1.615	1518.84
1616562964.859	1.615	1519.94
1616562969.850	1.615	1521.02
1616562974.847	1.607	1522.15
1616562979.851	1.607	1522.76
1616562984.840	1.607	1523.76
1616562989.854	1.615	1524.93
1616562994.859	1.615	1526.34
1616562999.848	1.615	1527.66
1616563004.854	1.614	1528.74
1616563009.851	1.607	1529.87
1616563014.840	1.606	1530.92
1616563019.853	1.614	1531.93
1616563024.859	1.614	1533.03
1616563029.847	1.615	1533.98
1616563034.844	1.607	1534.83
1616563039.874	1.614	1535.83
1616563044.839	1.607	1537.50
1616563049.844	1.606	1538.40
1616563054.866	1.607	1539.25
1616563059.847	1.615	1540.16
1616563064.853	1.614	1541.26
1616563069.866	1.607	1542.14
1616563074.848	1.615	1543.36
1616563079.845	1.607	1544.38
1616563084.866	1.607	1545.62
1616563089.847	1.614	1547.15
1616563094.852	1.614	1548.14
1616563099.849	1.606	1549.20
1616563104.854	1.607	1550.24
1616563109.843	1.607	1551.24
1616563114.856	1.614	1552.45
1616563119.839	1.607	1553.46
1616563124.852	1.615	1554.69
1616563129.849	1.607	1555.65
1616563134.854	1.606	1556.44
1616563139.843	1.606	1557.66
1616563144.857	1.615	1558.89
1616563149.839	1.606	1559.97
1616563154.852	1.615	1561.17
1616563159.857	1.614	1562.31
1616563164.847	1.615	1563.13
1616563169.845	1.607	1564.03
1616563174.850	1.607	1564.68
1616563179.840	1.607	1565.94
1616563184.847	1.606	1567.19
1616563189.852	1.607	1568.79
1616563194.843	1.607	1569.64
1616563199.849	1.606	1570.56
1616563204.838	1.607	1571.89
1616563209.851	1.614	1573.22
1616563214.858	1.615	1574.14
1616563219.847	1.614	1574.92
1616563224.844	1.607	1575.98
1616563229.866	1.607	1576.85
1616563234.840	1.607	1578.38
1616563239.845	1.607	1579.71
1616563244.875	1.614	1580.88
1616563249.840	1.607	1581.80
1616563254.854	1.614	1582.70
1616563259.850	1.607	1583.70
1616563264.847	1.615	1584.79
1616563269.844	1.606	1585.94
1616563274.857	1.615	1586.95
1616563279.838	1.607	1587.71
1616563284.851	1.615	1589.13
1616563289.849	1.607	1590.27
1616563294.846	1.614	1591.30
1616563299.843	1.607	1592.48
1616563304.856	1.615	1593.31
1616563309.853	1.607	1594.22
1616563314.851	1.615	1595.19
1616563319.856	1.615	1596.12
1616563324.846	1.614	1597.33
1616563329.843	1.607	1598.71
1616563334.849	1.607	1599.64
1616563339.839	1.607	1600.78
1616563344.844	1.607	1601.99
1616563349.858	1.614	1602.18
1616563354.846	1.615	1603.65
1616563359.853	1.614	1605.12
1616563364.850	1.607	1606.15
1616563369.847	1.615	1606.95
1616563374.845	1.607	1608.07
1616563379.874	1.614	1609.76
1616563384.838	1.607	1610.79
1616563389.852	1.615	1611.57
1616563394.850	1.607	1612.54
1616563399.848	1.615	1613.49
1616563404.845	1.607	1614.76
1616563409.875	1.614	1615.84
1616563414.840	1.607	1616.99
1616563419.846	1.607	1617.91
1616563424.859	1.615	1619.01
1616563429.849	1.615	1619.96
1616563434.855	1.615	1621.06
1616563439.852	1.606	1622.29
1616563444.841	1.607	1623.33
1616563449.847	1.607	1624.41
1616563454.861	1.614	1625.44
1616563459.842	1.607	1626.47
1616563464.855	1.614	1627.55
1616563469.860	1.615	1628.77
1616563474.849	1.615	1629.74
1616563479.847	1.606	1630.89
1616563484.852	1.607	1631.78
1616563489.840	1.607	1632.92
1616563494.855	1.615	1633.96
1616563499.860	1.615	1635.02
1616563504.849	1.615	1636.19
1616563509.847	1.606	1637.28
1616563514.851	1.607	1638.45
1616563519.840	1.607	1638.94
1616563524.847	1.607	1639.86
1616563529.860	1.614	1641.38
1616563534.849	1.615	1642.66
1616563539.846	1.606	1643.80
1616563544.851	1.607	1644.97
1616563549.841	1.606	1645.86
1616563554.846	1.607	1646.78
1616563559.859	1.615	1647.81
1616563564.848	1.615	1648.79
1616563569.845	1.607	1649.90
1616563574.876	1.614	1651.10
1616563579.842	1.606	1652.54
1616563584.847	1.607	1653.70
1616563589.860	1.615	1654.63
1616563594.842	1.607	1655.68
1616563599.856	1.615	1656.74
1616563604.861	1.615	1657.75
1616563609.851	1.614	1659.04
1616563614.848	1.606	1660.03
1616563619.854	1.606	1660.91
1616563624.844	1.607	1662.41
1616563629.850	1.606	1663.52
1616563634.839	1.607	1664.42
1616563639.844	1.607	1665.06
1616563644.866	1.606	1666.18
1616563649.847	1.614	1667.36
1616563654.852	1.614	1668.48
1616563659.851	1.607	1669.33
1616563664.848	1.615	1670.32
1616563669.846	1.607	1671.36
1616563674.852	1.607	1672.87
1616563679.840	1.607	1673.90
1616563684.853	1.614	1674.80
1616563689.859	1.614	1675.73
1616563694.847	1.615	1677.37
1616563699.845	1.606	1678.42
1616563704.865	1.607	1679.53
1616563709.838	1.606	1680.36
1616563714.851	1.615	1681.31
1616563719.858	1.615	1682.47
1616563724.847	1.615	1683.66
1616563729.844	1.606	1684.73
1616563734.848	1.607	1685.88
1616563739.862	1.615	1686.91
1616563744.851	1.614	1688.13
1616563749.848	1.607	1688.85
1616563754.854	1.606	1689.58
1616563759.843	1.607	1690.73
1616563764.849	1.607	1692.04
1616563769.839	1.606	1693.51
1616563774.844	1.607	1694.22
1616563779.858	1.614	1695.29
1616563784.846	1.615	1696.45
1616563789.851	1.615	1697.45
1616563794.873	1.615	1698.41
1616563799.838	1.607	1699.62
1616563804.843	1.606	1700.89
1616563809.857	1.615	1701.76
1616563814.838	1.607	1702.37
1616563819.851	1.615	1703.89
1616563824.848	1.607	1705.10
1616563829.854	1.607	1706.12
1616563834.843	1.607	1707.15
1616563839.848	1.606	1707.96
1616563844.838	1.607	1709.08
1616563849.852	1.614	1710.47
1616563854.849	1.607	1711.59
1616563859.846	1.615	1712.71
1616563864.843	1.606	1713.41
1616563869.849	1.607	1714.83
1616563874.838	1.607	1716.00
1616563879.843	1.607	1717.36
1616563884.857	1.615	1718.40
1616563889.845	1.615	1719.27
1616563894.853	1.615	1720.30
1616563899.850	1.607	1721.28
1616563904.840	1.606	1722.33
1616563909.844	1.606	1723.75
1616563914.866	1.607	1725.10
1616563919.839	1.607	1726.29
1616563924.852	1.615	1727.24
1616563929.873	1.614	1728.16
1616563934.838	1.607	1729.11
1616563939.844	1.606	1730.10
1616563944.857	1.614	1731.03
1616563949.839	1.606	1732.26
1616563954.851	1.615	1733.34
1616563959.849	1.607	1735.00
1616563964.847	1.615	1735.74
1616563969.845	1.607	1736.66
1616563974.851	1.607	1737.62
1616563979.841	1.606	1738.76
1616563984.846	1.607	1739.84
1616563989.859	1.615	1740.89
1616563994.841	1.607	1741.96
1616563999.856	1.614	1743.08
1616564004.837	1.606	1744.24
1616564009.850	1.615	1745.10
1616564014.847	1.607	1746.38
1616564019.854	1.607	1747.43
1616564024.854	1.615	1748.46
1616564029.853	1.606	1749.43
1616564034.850	1.615	1750.60
1616564039.848	1.607	1751.57
1616564044.854	1.607	1752.47
1616564049.844	1.606	1753.50
1616564054.849	1.607	1754.71
1616564059.839	1.607	1756.35
1616564064.852	1.615	1757.17
1616564069.858	1.615	1757.76
1616564074.846	1.615	1758.96
1616564079.843	1.607	1760.34
1616564084.849	1.607	1761.19
1616564089.861	1.614	1762.19
1616564094.850	1.615	1763.58
1616564099.856	1.615	1764.44
1616564104.846	1.615	1764.70
1616564109.852	1.614	1766.13
1616564114.874	1.614	1767.77
1616564119.839	1.606	1769.10
1616564124.845	1.607	1770.25
1616564129.874	1.614	1771.35
1616564134.839	1.607	1772.26
1616564139.852	1.615	1773.14
1616564144.849	1.607	1774.17
1616564149.846	1.614	1775.13
1616564154.843	1.607	1776.15
1616564159.857	1.614	1777.83
1616564164.838	1.606	1778.71
1616564169.850	1.615	1779.92
1616564174.848	1.607	1780.78
1616564179.853	1.607	1781.55
1616564184.843	1.607	1782.54
1616564189.848	1.607	1783.72
1616564194.862	1.614	1785.28
1616564199.850	1.615	1786.47
1616564204.857	1.615	1787.27
1616564209.847	1.615	1788.55
1616564214.852	1.615	1789.70
1616564219.850	1.607	1790.71
1616564224.839	1.607	1791.91
1616564229.845	1.607	1792.63
1616564234.875	1.615	1793.57
1616564239.839	1.607	1794.46
1616564244.853	1.615	1795.62
1616564249.866	1.607	1796.79
1616564254.840	1.607	1798.43
1616564259.845	1.607	1799.44
1616564264.876	1.615	1799.71
1616564269.841	1.606	1800.57
1616564274.846	1.607	1802.15
1616564279.859	1.614	1803.38
1616564284.849	1.615	1804.60
1616564289.846	1.607	1805.54
1616564294.853	1.607	1806.63
1616564299.842	1.607	1807.61
1616564304.848	1.606	1808.80
1616564309.855	1.607	1809.99
1616564314.844	1.607	1810.98
1616564319.857	1.615	1812.23
1616564324.837	1.607	1813.51
1616564329.851	1.615	1814.29
1616564334.848	1.607	1815.07
1616564339.853	1.607	1816.13
1616564344.843	1.607	1817.33
1616564349.850	1.607	1818.63
1616564354.839	1.607	1819.74
1616564359.845	1.607	1820.72
1616564364.858	1.615	1821.84
1616564369.847	1.615	1822.94
1616564374.854	1.615	1824.23
1616564379.851	1.606	1825.50
1616564384.840	1.607	1826.84
1616564389.846	1.607	1827.63
1616564394.851	1.607	1828.89
1616564399.840	1.607	1830.14
1616564404.854	1.615	1831.27
1616564409.860	1.614	1832.02
1616564414.850	1.615	1832.97
1616564419.856	1.615	1833.87
1616564424.846	1.615	1834.92
1616564429.844	1.607	1836.57
1616564434.852	1.607	1837.69
1616564439.840	1.607	1838.45
1616564444.847	1.607	1839.69
1616564449.876	1.614	1840.92
1616564454.842	1.607	1841.86
1616564459.855	1.615	1842.93
1616564464.861	1.614	1843.96
1616564469.849	1.615	1845.04
1616564474.847	1.607	1846.15
1616564479.853	1.606	1847.07
1616564484.852	1.615	1848.10
1616564489.849	1.607	1849.52
1616564494.839	1.607	1850.61
1616564499.845	1.606	1851.73
1616564504.876	1.614	1852.92
1616564509.842	1.607	1853.89
1616564514.848	1.607	1854.79
1616564519.861	1.615	1855.88
1616564524.843	1.607	1856.97
1616564529.857	1.614	1858.10
1616564534.847	1.614	1859.14
1616564539.853	1.614	1860.20
1616564544.850	1.607	1861.73
1616564549.848	1.614	1862.82
1616564554.845	1.606	1863.68
1616564559.875	1.615	1864.46
1616564564.841	1.607	1865.50
1616564569.847	1.607	1866.82
1616564574.860	1.615	1868.01
1616564579.843	1.607	1868.95
1616564584.856	1.615	1869.99
1616564589.846	1.615	1871.43
1616564594.852	1.615	1872.42
1616564599.849	1.607	1873.21
1616564604.838	1.607	1874.26
1616564609.843	1.607	1875.55
1616564614.857	1.615	1876.57
1616564619.839	1.607	1877.81
1616564624.853	1.614	1878.94
1616564629.859	1.615	1879.82
1616564634.848	1.615	1880.62
1616564639.855	1.614	1882.14
1616564644.853	1.607	1883.34
1616564649.851	1.615	1884.35
1616564654.849	1.607	1885.28
1616564659.848	1.614	1886.51
1616564664.846	1.607	1887.59
1616564669.852	1.607	1888.66
1616564674.850	1.614	1889.75
1616564679.848	1.606	1890.62
1616564684.853	1.607	1892.14
1616564689.843	1.607	1893.02
1616564694.857	1.615	1893.98
1616564699.838	1.607	1894.93
1616564704.854	1.614	1896.23
1616564709.859	1.615	1897.49
1616564714.849	1.615	1898.37
1616564719.846	1.607	1899.39
1616564724.851	1.607	1900.39
1616564729.841	1.607	1901.25
1616564734.846	1.606	1902.78
1616564739.860	1.615	1903.79
1616564744.842	1.606	1904.88
1616564749.855	1.614	1905.99
1616564754.861	1.615	1907.00
1616564759.850	1.615	1907.82
1616564764.849	1.606	1908.71
1616564769.846	1.615	1909.79
1616564774.844	1.607	1911.00
1616564779.850	1.607	1912.26
1616564784.839	1.607	1913.43
1616564789.844	1.607	1914.37
1616564794.858	1.615	1915.44
1616564799.847	1.615	1916.50
1616564804.853	1.615	1917.25
1616564809.850	1.607	1918.17
1616564814.849	1.614	1919.31
1616564819.845	1.607	1920.38
1616564824.875	1.614	1921.63
1616564829.840	1.607	1922.73
1616564834.853	1.615	1924.05
1616564839.860	1.614	1925.15
1616564844.849	1.615	1926.28
1616564849.846	1.607	1927.47
1616564854.851	1.607	1928.44
1616564859.840	1.607	1929.17
1616564864.847	1.607	1930.25
1616564869.862	1.615	1931.49
1616564874.844	1.607	1932.98
1616564879.857	1.615	1934.49
1616564884.839	1.607	1935.34
1616564889.853	1.615	1936.18
1616564894.859	1.615	1937.08
1616564899.850	1.615	1938.44
1616564904.856	1.615	1939.75
1616564909.846	1.615	1940.82
1616564914.851	1.615	1941.75
1616564919.849	1.607	1942.48
1616564924.839	1.607	1943.71
1616564929.843	1.607	1944.86
1616564934.857	1.615	1945.80
1616564939.839	1.606	1946.84
1616564944.852	1.614	1947.88
1616564949.849	1.607	1948.66
1616564954.846	1.615	1949.70
1616564959.844	1.606	1950.60
1616564964.850	1.607	1951.81
1616564969.839	1.607	1952.82
1616564974.846	1.607	1953.77
1616564979.867	1.607	1955.14
1616564984.841	1.607	1956.36
1616564989.855	1.615	1957.51
1616564994.852	1.607	1958.69
1616564999.849	1.614	1959.66
1616565004.846	1.606	1960.87
1616565009.852	1.607	1961.69
1616565014.841	1.607	1962.90
1616565019.855	1.615	1964.48
1616565024.837	1.606	1965.73
1616565029.851	1.615	1966.74
1616565034.858	1.615	1967.61
1616565039.847	1.614	1968.54
1616565044.844	1.607	1969.43
1616565049.850	1.607	1970.45
1616565054.840	1.607	1971.46
1616565059.844	1.607	1972.27
1616565064.858	1.614	1973.26
1616565069.840	1.607	1974.15
1616565074.854	1.615	1975.52
1616565079.859	1.614	1976.63
1616565084.849	1.614	1977.80
1616565089.856	1.615	1978.85
1616565094.845	1.615	1979.89
1616565099.843	1.607	1981.03
1616565104.849	1.607	1982.11
1616565109.838	1.607	1983.09
1616565114.845	1.607	1984.08
1616565119.858	1.615	1985.09
1616565124.839	1.607	1986.56
1616565129.853	1.614	1987.46
1616565134.867	1.607	1988.79
1616565139.849	1.614	1989.93
1616565144.855	1.615	1991.07
1616565149.853	1.607	1991.86
1616565154.843	1.606	1992.78
1616565159.848	1.607	1993.99
1616565164.862	1.615	1995.16
1616565169.842	1.607	1996.68
1616565174.856	1.614	1997.64
1616565179.846	1.615	1998.75
1616565184.851	1.615	1999.66
1616565189.849	1.607	2000.68
1616565194.848	1.615	2001.80
1616565199.845	1.606	2002.85
1616565204.875	1.615	2004.02
1616565209.840	1.607	2005.12
1616565214.846	1.606	2006.29
1616565219.860	1.615	2007.58
1616565224.843	1.607	2008.69
1616565229.856	1.614	2009.55
1616565234.839	1.607	2010.48
1616565239.854	1.615	2011.45
1616565244.860	1.614	2012.61
1616565249.850	1.615	2013.78
1616565254.855	1.615	2014.66
1616565259.852	1.607	2015.58
1616565264.850	1.614	2016.82
1616565269.847	1.607	2018.26
1616565274.854	1.607	2019.39
1616565279.844	1.607	2020.39
1616565284.850	1.606	2021.19
1616565289.839	1.607	2022.13
1616565294.852	1.615	2023.24
1616565299.857	1.615	2024.56
1616565304.847	1.615	2025.49
1616565309.845	1.606	2026.44
1616565314.874	1.614	2027.83
1616565319.840	1.607	2028.75
1616565324.846	1.607	2029.68
1616565329.852	1.607	2030.73
1616565334.842	1.606	2031.89
1616565339.855	1.615	2032.98
1616565344.861	1.615	2033.92
1616565349.851	1.615	2034.95
1616565354.857	1.614	2036.09
1616565359.846	1.615	2037.31
1616565364.843	1.607	2038.40
1616565369.850	1.607	2039.29
1616565374.840	1.607	2040.59
1616565379.845	1.606	2041.83
1616565384.866	1.607	2042.81
1616565389.841	1.607	2043.79
1616565394.855	1.614	2044.73
1616565399.861	1.615	2045.50
1616565404.850	1.615	2046.64
1616565409.847	1.607	2048.44
1616565414.853	1.606	2049.56
1616565419.843	1.607	2050.62
1616565424.847	1.606	2051.54
1616565429.862	1.614	2052.49
1616565434.843	1.607	2053.60
1616565439.857	1.614	2054.70
1616565444.847	1.614	2055.67
1616565449.852	1.615	2056.57
1616565454.849	1.607	2057.54
1616565459.839	1.607	2059.26
1616565464.844	1.607	2060.45
1616565469.875	1.615	2061.44
1616565474.839	1.607	2062.41
1616565479.853	1.615	2063.25
1616565484.850	1.606	2064.06
1616565489.847	1.615	2065.05
1616565494.844	1.607	2065.88
1616565499.865	1.606	2067.05
1616565504.839	1.606	2068.32
1616565509.851	1.615	2069.91
1616565514.847	1.606	2070.73
1616565519.853	1.607	2071.74
1616565524.842	1.607	2072.79
1616565529.855	1.615	2073.93
1616565534.861	1.614	2075.14
1616565539.850	1.615	2076.26
1616565544.848	1.607	2077.15
1616565549.853	1.606	2078.15
1616565554.841	1.606	2079.78
1616565559.848	1.607	2080.85
1616565564.860	1.615	2081.55
1616565569.850	1.614	2082.45
1616565574.855	1.615	2083.51
1616565579.852	1.607	2084.69
1616565584.842	1.606	2085.79
1616565589.847	1.606	2086.65
1616565594.860	1.615	2087.73
1616565599.841	1.607	2088.76
1616565604.855	1.615	2089.95
1616565609.852	1.606	2091.42
1616565614.842	1.606	2092.64
1616565619.848	1.607	2093.80
1616565624.853	1.606	2094.92
1616565629.844	1.607	2095.76
1616565634.849	1.606	2096.91
1616565639.838	1.606	2097.78
1616565644.852	1.615	2098.73
1616565649.857	1.615	2099.89
1616565654.847	1.614	2101.26
1616565659.843	1.607	2102.08
1616565664.848	1.607	2103.15
1616565669.862	1.615	2104.42
1616565674.851	1.615	2105.81
1616565679.856	1.614	2106.57
1616565684.853	1.607	2107.69
1616565689.843	1.606	2108.92
1616565694.848	1.607	2110.21
1616565699.861	1.615	2111.58
1616565704.843	1.606	2112.61
1616565709.856	1.614	2113.52
1616565714.845	1.614	2114.28
1616565719.842	1.607	2115.42
1616565724.847	1.607	2116.45
1616565729.861	1.615	2117.46
1616565734.843	1.606	2118.69
1616565739.857	1.614	2119.48
1616565744.838	1.606	2120.46
1616565749.852	1.615	2121.71
1616565754.849	1.607	2123.35
1616565759.846	1.614	2124.53
