time (unix)	dt (s)	room (°C)	stage (°C)
1616527690.875	2.615	26.5809	25.4576
1616527700.874	2.615	26.5770	25.4565
1616527710.882	2.620	26.5747	25.4564
1616527720.870	2.620	26.5742	25.4547
1616527730.880	2.620	26.5846	25.4561
1616527740.871	2.620	26.5820	25.4569
1616527750.875	2.615	26.5719	25.4587
1616527760.870	2.620	26.5786	25.4598
1616527770.869	2.620	26.5898	25.4577
1616527780.870	2.620	26.5935	25.4559
1616527790.873	2.615	26.5894	25.4599
1616527800.870	2.620	26.5819	25.4607
1616527810.869	2.620	26.5759	25.4605
1616527820.875	2.615	26.5726	25.4604
1616527830.874	2.615	26.5795	25.4604
1616527840.869	2.620	26.5884	25.4600
1616527850.875	2.615	26.5780	25.4613
1616527860.870	2.620	26.5700	25.4610
1616527870.874	2.615	26.5681	25.4580
1616527880.869	2.620	26.5521	25.4612
1616527890.875	2.615	26.5427	25.4604
1616527900.869	2.620	26.5399	25.4595
1616527910.881	2.620	26.5514	25.4674
1616527920.870	2.620	26.5592	25.4676
1616527930.874	2.615	26.5560	25.4676
1616527940.870	2.620	26.5561	25.4664
1616527950.875	2.615	26.5602	25.4636
1616527960.876	2.615	26.5739	25.4702
1616527970.872	2.615	26.5807	25.4665
1616527980.870	2.620	26.5845	25.4648
1616527990.869	2.620	26.5867	25.4647
1616528000.876	2.615	26.5893	25.4651
1616528010.877	2.615	26.5821	25.4700
1616528020.875	2.615	26.5758	25.4683
1616528030.874	2.615	26.5798	25.4642
1616528040.869	2.620	26.5796	25.4612
1616528050.881	2.620	26.5843	25.4606
1616528060.870	2.620	26.5843	25.4597
1616528070.875	2.615	26.5830	25.4670
1616528080.874	2.615	26.5787	25.4681
1616528090.875	2.615	26.5755	25.4649
1616528100.871	2.620	26.5647	25.4636
1616528110.873	2.615	26.5670	25.4595
1616528120.870	2.620	26.5786	25.4605
1616528130.875	2.615	26.5811	25.4595
1616528140.876	2.615	26.5764	25.4597
1616528150.873	2.615	26.5739	25.4589
1616528160.870	2.620	26.5720	25.4645
1616528170.874	2.615	26.5765	25.4627
1616528180.869	2.620	26.5746	25.4607
1616528190.869	2.620	26.5679	25.4598
1616528200.881	2.620	26.5566	25.4581
1616528210.870	2.620	26.5552	25.4566
1616528220.876	2.616	26.5510	25.4541
1616528230.875	2.615	26.5560	25.4535
1616528240.881	2.620	26.5519	25.4580
1616528250.869	2.620	26.5560	25.4593
1616528260.876	2.615	26.5485	25.4566
1616528270.873	2.615	26.5540	25.4570
1616528280.870	2.620	26.5505	25.4578
1616528290.880	2.620	26.5509	25.4602
1616528300.870	2.620	26.5550	25.4606
1616528310.869	2.620	26.5518	25.4614
1616528320.882	2.620	26.5601	25.4608
1616528330.870	2.620	26.5700	25.4592
1616528340.875	2.615	26.5603	25.4613
1616528350.875	2.615	26.5450	25.4623
1616528360.876	2.615	26.5401	25.4589
1616528370.875	2.615	26.5395	25.4611
1616528380.875	2.615	26.5437	25.4614
1616528390.875	2.615	26.5540	25.4600
1616528400.874	2.615	26.5570	25.4595
1616528410.875	2.615	26.5620	25.4604
1616528420.875	2.615	26.5567	25.4587
1616528430.874	2.615	26.5562	25.4567
1616528440.870	2.620	26.5651	25.4574
1616528450.873	2.615	26.5674	25.4587
1616528460.871	2.620	26.5634	25.4598
1616528470.874	2.615	26.5508	25.4575
1616528480.882	2.620	26.5500	25.4604
1616528490.869	2.620	26.5605	25.4606
1616528500.869	2.620	26.5558	25.4594
1616528510.876	2.616	26.5487	25.4590
1616528520.873	2.615	26.5336	25.4621
1616528530.869	2.620	26.5359	25.4631
1616528540.881	2.620	26.5305	25.4627
1616528550.872	2.620	26.5306	25.4622
1616528560.874	2.616	26.5446	25.4672
1616528570.881	2.620	26.5368	25.4729
1616528580.870	2.620	26.5404	25.4751
1616528590.875	2.615	26.5432	25.4694
1616528600.875	2.615	26.5441	25.4661
1616528610.886	2.623	26.5477	25.4654
1616528620.875	2.615	26.5497	25.4640
1616528630.873	2.615	26.5513	25.4605
1616528640.870	2.620	26.5594	25.4570
1616528650.873	2.615	26.5677	25.4570
1616528660.871	2.620	26.5607	25.4549
1616528670.881	2.620	26.5542	25.4512
1616528680.870	2.621	26.5555	25.4547
1616528690.872	2.615	26.5596	25.4534
1616528700.869	2.620	26.5535	25.4532
1616528710.875	2.615	26.5444	25.4597
1616528720.874	2.615	26.5444	25.4580
1616528730.870	2.620	26.5464	25.4551
1616528740.873	2.615	26.5454	25.4551
1616528750.870	2.620	26.5457	25.4564
1616528760.875	2.615	26.5506	25.4560
1616528770.874	2.615	26.5385	25.4626
1616528780.871	2.621	26.5324	25.4619
1616528790.874	2.615	26.5335	25.4580
1616528800.875	2.615	26.5368	25.4565
1616528810.881	2.620	26.5331	25.4548
1616528820.871	2.620	26.5339	25.4616
1616528830.873	2.615	26.5264	25.4627
1616528840.870	2.620	26.5297	25.4652
1616528850.881	2.620	26.5362	25.4624
1616528860.870	2.620	26.5291	25.4583
1616528870.875	2.615	26.5272	25.4576
1616528880.874	2.615	26.5393	25.4600
1616528890.875	2.615	26.5359	25.4585
1616528900.874	2.615	26.5296	25.4547
1616528910.870	2.620	26.5245	25.4546
1616528920.874	2.615	26.5402	25.4591
1616528930.882	2.618	26.5415	25.4626
1616528940.871	2.620	26.5395	25.4619
1616528950.874	2.615	26.5444	25.4563
1616528960.881	2.620	26.5499	25.4560
1616528970.870	2.620	26.5432	25.4614
1616528980.875	2.615	26.5375	25.4598
1616528990.875	2.615	26.5309	25.4574
1616529000.875	2.615	26.5203	25.4570
1616529010.875	2.615	26.5248	25.4541
1616529020.870	2.620	26.5303	25.4616
1616529030.875	2.615	26.5134	25.4575
1616529040.875	2.615	26.5029	25.4604
1616529050.873	2.615	26.5088	25.4639
1616529060.872	2.621	26.5087	25.4608
1616529070.872	2.615	26.5073	25.4561
1616529080.870	2.620	26.5018	25.4588
1616529090.875	2.615	26.5069	25.4567
1616529100.874	2.615	26.5140	25.4577
1616529110.870	2.620	26.5301	25.4576
1616529120.880	2.620	26.5349	25.4562
1616529130.870	2.620	26.5264	25.4602
1616529140.876	2.615	26.5186	25.4591
1616529150.875	2.615	26.5217	25.4577
1616529160.875	2.615	26.5281	25.4555
1616529170.881	2.620	26.5292	25.4536
1616529180.870	2.620	26.5281	25.4540
1616529190.875	2.615	26.5177	25.4523
1616529200.876	2.615	26.5140	25.4538
1616529210.874	2.615	26.5307	25.4521
1616529220.875	2.615	26.5263	25.4518
1616529230.874	2.615	26.5292	25.4586
1616529240.871	2.620	26.5231	25.4601
1616529250.874	2.615	26.5201	25.4582
1616529260.881	2.620	26.5121	25.4637
1616529270.870	2.620	26.5093	25.4610
1616529280.874	2.615	26.5095	25.4585
1616529290.882	2.620	26.5102	25.4638
1616529300.871	2.620	26.5055	25.4621
1616529310.874	2.615	26.5039	25.4621
1616529320.869	2.620	26.5080	25.4595
1616529330.870	2.620	26.5110	25.4638
1616529340.882	2.621	26.5193	25.4623
1616529350.870	2.620	26.5204	25.4637
1616529360.875	2.615	26.5154	25.4612
1616529370.874	2.615	26.5181	25.4575
1616529380.869	2.620	26.5257	25.4571
1616529390.870	2.620	26.5167	25.4551
1616529400.875	2.615	26.5257	25.4553
1616529410.876	2.615	26.5238	25.4541
1616529420.875	2.615	26.5224	25.4503
1616529430.882	2.621	26.5322	25.4513
1616529440.869	2.620	26.5219	25.4591
1616529450.870	2.620	26.5139	25.4624
1616529460.875	2.615	26.4964	25.4584
1616529470.869	2.620	26.4880	25.4557
1616529480.870	2.620	26.4897	25.4594
1616529490.874	2.615	26.4978	25.4585
1616529500.882	2.620	26.5155	25.4558
1616529510.870	2.620	26.5255	25.4528
1616529520.876	2.615	26.5260	25.4513
1616529530.873	2.615	26.5206	25.4511
1616529540.869	2.620	26.5159	25.4502
1616529550.882	2.620	26.5236	25.4552
1616529560.872	2.620	26.5242	25.4554
1616529570.873	2.615	26.5230	25.4517
1616529580.870	2.620	26.5172	25.4544
1616529590.874	2.615	26.5195	25.4576
1616529600.871	2.621	26.5119	25.4582
1616529610.873	2.615	26.5028	25.4589
1616529620.871	2.620	26.5012	25.4618
1616529630.874	2.616	26.4895	25.4607
1616529640.875	2.615	26.4972	25.4592
1616529650.874	2.615	26.5078	25.4565
1616529660.882	2.620	26.4995	25.4543
1616529670.871	2.620	26.5067	25.4523
1616529680.873	2.615	26.5156	25.4571
1616529690.869	2.620	26.5118	25.4548
1616529700.882	2.620	26.5124	25.4550
1616529710.870	2.620	26.5117	25.4520
1616529720.874	2.615	26.5023	25.4575
1616529730.875	2.615	26.4928	25.4562
1616529740.870	2.620	26.4979	25.4534
1616529750.870	2.620	26.5017	25.4506
1616529760.882	2.620	26.4996	25.4507
1616529770.870	2.620	26.5021	25.4525
1616529780.875	2.615	26.4925	25.4510
1616529790.874	2.615	26.4949	25.4505
1616529800.875	2.615	26.4910	25.4519
1616529810.874	2.615	26.4915	25.4544
1616529820.875	2.615	26.5058	25.4546
1616529830.880	2.620	26.5116	25.4528
1616529840.870	2.620	26.5105	25.4524
1616529850.875	2.615	26.5002	25.4500
1616529860.882	2.619	26.5024	25.4521
1616529870.869	2.620	26.5055	25.4528
1616529880.882	2.620	26.5166	25.4555
1616529890.872	2.621	26.5190	25.4560
1616529900.873	2.615	26.5071	25.4564
1616529910.870	2.620	26.5024	25.4584
1616529920.874	2.615	26.4961	25.4558
1616529930.870	2.620	26.4831	25.4561
1616529940.874	2.615	26.4835	25.4565
1616529950.882	2.620	26.4790	25.4559
1616529960.871	2.620	26.4797	25.4551
1616529970.872	2.615	26.4862	25.4599
1616529980.870	2.620	26.4913	25.4611
1616529990.881	2.620	26.5006	25.4593
1616530000.870	2.620	26.4995	25.4596
1616530010.881	2.620	26.5032	25.4554
1616530020.871	2.620	26.5095	25.4550
1616530030.874	2.615	26.5028	25.4535
1616530040.869	2.620	26.4995	25.4525
1616530050.870	2.620	26.4972	25.4527
1616530060.876	2.615	26.4861	25.4576
1616530070.875	2.615	26.4863	25.4580
1616530080.870	2.620	26.4902	25.4544
1616530090.876	2.615	26.4956	25.4532
1616530100.875	2.615	26.4925	25.4511
1616530110.875	2.615	26.4851	25.4502
1616530120.874	2.615	26.4825	25.4499
1616530130.870	2.620	26.4834	25.4514
1616530140.874	2.615	26.4841	25.4506
1616530150.869	2.620	26.4891	25.4524
1616530160.869	2.620	26.4946	25.4538
1616530170.881	2.620	26.4951	25.4527
1616530180.870	2.620	26.4916	25.4554
1616530190.893	2.630	26.4952	25.4530
1616530200.872	2.615	26.4879	25.4598
1616530210.871	2.620	26.4966	25.4638
1616530220.872	2.615	26.4875	25.4586
1616530230.871	2.620	26.4812	25.4549
1616530240.875	2.615	26.4730	25.4534
1616530250.881	2.620	26.4820	25.4544
1616530260.870	2.620	26.4891	25.4537
1616530270.874	2.615	26.4976	25.4527
1616530280.881	2.620	26.4998	25.4559
1616530290.870	2.620	26.4899	25.4565
1616530300.876	2.615	26.4944	25.4574
1616530310.874	2.615	26.4989	25.4581
1616530320.881	2.620	26.4974	25.4531
1616530330.871	2.620	26.4930	25.4519
1616530340.874	2.615	26.4883	25.4509
1616530350.869	2.620	26.4926	25.4533
1616530360.881	2.620	26.4994	25.4525
1616530370.870	2.620	26.5054	25.4534
1616530380.876	2.615	26.5020	25.4534
1616530390.874	2.615	26.4995	25.4528
1616530400.883	2.620	26.5005	25.4512
1616530410.870	2.620	26.5036	25.4504
1616530420.875	2.615	26.5070	25.4506
1616530430.880	2.620	26.5103	25.4524
1616530440.870	2.620	26.5094	25.4526
1616530450.876	2.615	26.4989	25.4502
1616530460.875	2.616	26.4911	25.4540
1616530470.873	2.615	26.4819	25.4590
1616530480.871	2.620	26.4844	25.4540
1616530490.874	2.616	26.4959	25.4518
1616530500.875	2.615	26.4946	25.4520
1616530510.876	2.616	26.5005	25.4519
1616530520.873	2.615	26.4962	25.4519
1616530530.869	2.620	26.4880	25.4526
1616530540.875	2.615	26.4930	25.4524
1616530550.874	2.615	26.4910	25.4539
1616530560.870	2.620	26.4784	25.4515
1616530570.874	2.615	26.4660	25.4509
1616530580.875	2.615	26.4653	25.4547
1616530590.874	2.615	26.4719	25.4556
1616530600.869	2.620	26.4859	25.4554
1616530610.880	2.620	26.4964	25.4535
1616530620.870	2.620	26.4998	25.4511
1616530630.875	2.615	26.4950	25.4554
1616530640.874	2.615	26.5023	25.4583
1616530650.869	2.619	26.4953	25.4554
1616530660.870	2.620	26.4954	25.4551
1616530670.875	2.615	26.4887	25.4547
1616530680.875	2.615	26.4989	25.4528
1616530690.876	2.615	26.5024	25.4555
1616530700.874	2.615	26.4823	25.4542
1616530710.870	2.620	26.4820	25.4516
1616530720.875	2.615	26.4810	25.4513
1616530730.874	2.615	26.4734	25.4497
1616530740.869	2.620	26.4694	25.4510
1616530750.882	2.620	26.4625	25.4500
1616530760.871	2.621	26.4610	25.4469
1616530770.874	2.615	26.4741	25.4469
1616530780.881	2.620	26.4737	25.4472
1616530790.870	2.620	26.4627	25.4495
1616530800.870	2.620	26.4607	25.4494
1616530810.870	2.620	26.4616	25.4517
1616530820.869	2.620	26.4586	25.4514
1616530830.882	2.620	26.4652	25.4580
1616530840.869	2.620	26.4615	25.4614
1616530850.871	2.621	26.4592	25.4596
1616530860.873	2.616	26.4637	25.4555
1616530870.870	2.620	26.4675	25.4527
1616530880.882	2.621	26.4670	25.4520
1616530890.872	2.621	26.4617	25.4509
1616530900.872	2.615	26.4542	25.4492
1616530910.869	2.620	26.4392	25.4513
1616530920.881	2.620	26.4477	25.4503
1616530930.869	2.620	26.4626	25.4536
1616530940.875	2.615	26.4757	25.4523
1616530950.875	2.615	26.4856	25.4515
1616530960.874	2.615	26.4742	25.4517
1616530970.882	2.620	26.4677	25.4514
1616530980.870	2.620	26.4741	25.4496
1616530990.880	2.620	26.4724	25.4500
1616531000.870	2.620	26.4709	25.4515
1616531010.876	2.615	26.4730	25.4532
1616531020.874	2.615	26.4767	25.4569
1616531030.875	2.615	26.4706	25.4588
1616531040.880	2.620	26.4597	25.4569
1616531050.869	2.620	26.4622	25.4576
1616531060.870	2.620	26.4587	25.4543
1616531070.874	2.615	26.4697	25.4562
1616531080.877	2.615	26.4706	25.4579
1616531090.873	2.615	26.4667	25.4531
1616531100.870	2.620	26.4723	25.4497
1616531110.873	2.615	26.4800	25.4477
1616531120.871	2.620	26.4873	25.4492
1616531130.875	2.615	26.4939	25.4542
1616531140.874	2.615	26.4950	25.4507
1616531150.882	2.620	26.4834	25.4512
1616531160.870	2.620	26.4675	25.4516
1616531170.875	2.615	26.4647	25.4487
1616531180.874	2.615	26.4688	25.4510
1616531190.882	2.620	26.4728	25.4494
1616531200.870	2.620	26.4695	25.4484
1616531210.876	2.615	26.4663	25.4490
1616531220.875	2.615	26.4613	25.4478
1616531230.876	2.615	26.4667	25.4477
1616531240.872	2.615	26.4664	25.4515
1616531250.870	2.620	26.4650	25.4553
1616531260.875	2.615	26.4666	25.4512
1616531270.882	2.620	26.4578	25.4501
1616531280.871	2.620	26.4562	25.4504
1616531290.873	2.615	26.4503	25.4503
1616531300.870	2.620	26.4283	25.4525
1616531310.874	2.615	26.4212	25.4506
1616531320.875	2.615	26.4267	25.4491
1616531330.875	2.615	26.4309	25.4487
1616531340.875	2.615	26.4365	25.4499
1616531350.874	2.615	26.4489	25.4483
1616531360.875	2.615	26.4406	25.4497
1616531370.874	2.615	26.4346	25.4515
1616531380.875	2.615	26.4397	25.4508
1616531390.873	2.615	26.4597	25.4511
1616531400.871	2.620	26.4689	25.4545
1616531410.875	2.615	26.4688	25.4552
1616531420.874	2.616	26.4681	25.4534
1616531430.875	2.615	26.4742	25.4546
1616531440.874	2.615	26.4659	25.4528
1616531450.872	2.621	26.4579	25.4493
1616531460.871	2.615	26.4576	25.4484
1616531470.871	2.620	26.4595	25.4506
1616531480.872	2.615	26.4657	25.4557
1616531490.870	2.620	26.4634	25.4539
1616531500.876	2.615	26.4559	25.4512
1616531510.874	2.615	26.4491	25.4509
1616531520.882	2.620	26.4420	25.4483
1616531530.870	2.620	26.4474	25.4501
1616531540.891	2.629	26.4409	25.4489
1616531550.870	2.620	26.4344	25.4473
1616531560.874	2.615	26.4366	25.4466
1616531570.870	2.620	26.4319	25.4476
1616531580.875	2.615	26.4297	25.4468
1616531590.876	2.615	26.4361	25.4473
1616531600.874	2.615	26.4353	25.4498
1616531610.870	2.620	26.4395	25.4474
1616531620.874	2.615	26.4303	25.4483
1616531630.869	2.620	26.4197	25.4495
1616531640.881	2.620	26.4270	25.4524
1616531650.870	2.620	26.4303	25.4498
1616531660.874	2.615	26.4328	25.4476
1616531670.869	2.620	26.4455	25.4497
1616531680.874	2.615	26.4473	25.4570
1616531690.881	2.620	26.4473	25.4540
1616531700.869	2.620	26.4484	25.4504
1616531710.881	2.620	26.4482	25.4533
1616531720.870	2.620	26.4571	25.4549
1616531730.869	2.620	26.4523	25.4521
1616531740.876	2.615	26.4512	25.4510
1616531750.874	2.615	26.4559	25.4513
1616531760.870	2.620	26.4549	25.4506
1616531770.874	2.615	26.4455	25.4553
1616531780.870	2.620	26.4554	25.4522
1616531790.875	2.615	26.4565	25.4495
1616531800.874	2.615	26.4587	25.4477
1616531810.870	2.620	26.4602	25.4460
1616531820.869	2.620	26.4604	25.4461
1616531830.874	2.615	26.4663	25.4479
1616531840.871	2.621	26.4700	25.4468
1616531850.872	2.615	26.4689	25.4489
1616531860.871	2.620	26.4648	25.4492
1616531870.872	2.615	26.4704	25.4479
1616531880.870	2.620	26.4510	25.4462
1616531890.875	2.615	26.4526	25.4471
1616531900.875	2.615	26.4590	25.4473
1616531910.875	2.615	26.4704	25.4456
1616531920.873	2.615	26.4697	25.4478
1616531930.870	2.620	26.4643	25.4505
1616531940.875	2.615	26.4598	25.4465
1616531950.875	2.615	26.4619	25.4458
1616531960.876	2.615	26.4600	25.4465
1616531970.873	2.615	26.4448	25.4463
1616531980.870	2.620	26.4418	25.4504
1616531990.869	2.620	26.4475	25.4548
1616532000.869	2.620	26.4426	25.4531
1616532010.875	2.615	26.4448	25.4547
1616532020.869	2.620	26.4395	25.4530
1616532030.870	2.620	26.4309	25.4507
1616532040.875	2.615	26.4180	25.4516
1616532050.873	2.615	26.4243	25.4501
1616532060.870	2.620	26.4335	25.4514
1616532070.875	2.615	26.4339	25.4486
1616532080.870	2.620	26.4289	25.4519
1616532090.869	2.620	26.4329	25.4577
1616532100.882	2.620	26.4395	25.4517
1616532110.869	2.620	26.4439	25.4509
1616532120.870	2.620	26.4332	25.4519
1616532130.875	2.615	26.4325	25.4480
1616532140.875	2.615	26.4351	25.4514
1616532150.881	2.620	26.4332	25.4569
1616532160.870	2.620	26.4336	25.4558
1616532170.876	2.615	26.4346	25.4538
1616532180.875	2.615	26.4345	25.4528
1616532190.873	2.615	26.4335	25.4477
1616532200.870	2.620	26.4347	25.4476
1616532210.869	2.620	26.4415	25.4502
1616532220.883	2.620	26.4508	25.4451
1616532230.870	2.620	26.4611	25.4431
1616532240.869	2.620	26.4575	25.4421
1616532250.870	2.620	26.4586	25.4426
1616532260.875	2.615	26.4652	25.4421
1616532270.869	2.620	26.4511	25.4457
1616532280.870	2.620	26.4402	25.4409
1616532290.870	2.620	26.4363	25.4408
1616532300.875	2.615	26.4393	25.4419
1616532310.875	2.615	26.4427	25.4415
1616532320.874	2.615	26.4407	25.4429
1616532330.869	2.620	26.4375	25.4435
1616532340.882	2.620	26.4466	25.4430
1616532350.869	2.620	26.4534	25.4449
1616532360.881	2.620	26.4560	25.4475
1616532370.870	2.620	26.4593	25.4456
1616532380.875	2.615	26.4639	25.4437
1616532390.875	2.615	26.4642	25.4435
1616532400.874	2.615	26.4610	25.4443
1616532410.882	2.620	26.4655	25.4485
1616532420.870	2.620	26.4697	25.4483
1616532430.875	2.615	26.4634	25.4454
1616532440.874	2.615	26.4567	25.4456
1616532450.874	2.615	26.4548	25.4488
1616532460.876	2.615	26.4509	25.4543
1616532470.873	2.615	26.4342	25.4516
1616532480.870	2.620	26.4238	25.4489
1616532490.874	2.615	26.4227	25.4466
1616532500.872	2.622	26.4235	25.4459
1616532510.881	2.620	26.4264	25.4470
1616532520.870	2.620	26.4273	25.4464
1616532530.874	2.615	26.4285	25.4462
1616532540.876	2.615	26.4423	25.4448
1616532550.875	2.615	26.4388	25.4458
1616532560.876	2.615	26.4315	25.4453
1616532570.874	2.615	26.4295	25.4463
1616532580.876	2.615	26.4248	25.4463
1616532590.871	2.615	26.4252	25.4460
1616532600.871	2.620	26.4058	25.4475
1616532610.874	2.615	26.4021	25.4451
1616532620.875	2.615	26.4003	25.4466
1616532630.874	2.615	26.4049	25.4457
1616532640.870	2.620	26.4073	25.4453
1616532650.882	2.621	26.3981	25.4425
1616532660.871	2.620	26.4056	25.4443
1616532670.873	2.615	26.4101	25.4465
1616532680.871	2.621	26.4213	25.4464
1616532690.872	2.615	26.4242	25.4486
1616532700.870	2.620	26.4333	25.4509
1616532710.874	2.615	26.4395	25.4466
1616532720.870	2.620	26.4339	25.4448
1616532730.875	2.615	26.4302	25.4466
1616532740.874	2.615	26.4368	25.4458
1616532750.875	2.615	26.4370	25.4445
1616532760.876	2.615	26.4362	25.4448
1616532770.873	2.615	26.4308	25.4455
1616532780.870	2.620	26.4314	25.4468
1616532790.870	2.620	26.4202	25.4449
1616532800.875	2.615	26.4191	25.4455
1616532810.875	2.615	26.4178	25.4480
1616532820.877	2.615	26.4152	25.4475
1616532830.873	2.616	26.4206	25.4485
1616532840.881	2.620	26.4252	25.4555
1616532850.871	2.620	26.4252	25.4510
1616532860.875	2.616	26.4274	25.4485
1616532870.873	2.615	26.4249	25.4450
1616532880.870	2.620	26.4095	25.4437
1616532890.873	2.615	26.4142	25.4443
1616532900.870	2.620	26.4104	25.4433
1616532910.875	2.615	26.4161	25.4442
1616532920.875	2.615	26.4210	25.4448
1616532930.875	2.615	26.4262	25.4459
1616532940.875	2.615	26.4276	25.4459
1616532950.874	2.615	26.4187	25.4464
1616532960.874	2.615	26.4073	25.4459
1616532970.882	2.620	26.4075	25.4449
1616532980.871	2.620	26.4175	25.4448
1616532990.873	2.615	26.4232	25.4388
1616533000.870	2.620	26.4306	25.4432
1616533010.880	2.620	26.4311	25.4433
1616533020.870	2.620	26.4330	25.4420
1616533030.876	2.615	26.4341	25.4419
1616533040.875	2.615	26.4278	25.4438
1616533050.880	2.620	26.4282	25.4499
1616533060.870	2.620	26.4242	25.4484
1616533070.876	2.615	26.4206	25.4484
1616533080.873	2.615	26.4080	25.4500
1616533090.870	2.620	26.4072	25.4491
1616533100.876	2.615	26.3939	25.4463
1616533110.873	2.615	26.3980	25.4447
1616533120.870	2.620	26.4094	25.4445
1616533130.874	2.615	26.4116	25.4456
1616533140.869	2.620	26.4077	25.4462
1616533150.875	2.615	26.4062	25.4471
1616533160.880	2.620	26.4114	25.4475
1616533170.870	2.620	26.4104	25.4476
1616533180.875	2.615	26.4037	25.4441
1616533190.874	2.615	26.4027	25.4439
1616533200.882	2.620	26.4058	25.4462
